IndexNote;IndexClient;nbcouverts;DateDepart;DateArrivee;NbAdultes;NbEnfants;Nuitees;IModeReglement;DatePrestation;PrixUnitaire;Quantite;IProduitVente;CodeStatistique;LibelleStatistique;IndexPointDeVente
29;16;;17/06/2017;10/06/2017;2;0;7;1;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;1;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;1;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;1;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;1;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;1;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;1;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
29;16;;17/06/2017;10/06/2017;2;0;7;3;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
30;17;;17/06/2017;10/06/2017;2;0;7;5;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
31;19;;11/06/2017;10/06/2017;2;0;1;1;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
31;19;;11/06/2017;10/06/2017;2;0;1;1;160;83;1;141;CHB;CHAMBRE;1
32;16;;17/06/2017;10/06/2017;1;0;7;2;160;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;19/06/2017;17/06/2017;1;0;2;2;160;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;17/06/2017;10/06/2017;1;0;7;2;161;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;19/06/2017;17/06/2017;1;0;2;2;161;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;17/06/2017;10/06/2017;1;0;7;2;162;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;19/06/2017;17/06/2017;1;0;2;2;162;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;17/06/2017;10/06/2017;1;0;7;2;163;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;19/06/2017;17/06/2017;1;0;2;2;163;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;17/06/2017;10/06/2017;1;0;7;2;164;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;19/06/2017;17/06/2017;1;0;2;2;164;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;17/06/2017;10/06/2017;1;0;7;2;165;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;19/06/2017;17/06/2017;1;0;2;2;165;0,95;1;154;TAXE;TAXE-SEJOUR;1
32;16;;17/06/2017;10/06/2017;1;0;7;2;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
32;16;;19/06/2017;17/06/2017;1;0;2;2;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
32;16;;17/06/2017;10/06/2017;1;0;7;2;167;0,95;2;154;TAXE;TAXE-SEJOUR;1
32;16;;19/06/2017;17/06/2017;1;0;2;2;167;0,95;2;154;TAXE;TAXE-SEJOUR;1
32;16;;17/06/2017;10/06/2017;1;0;7;2;168;0,95;2;154;TAXE;TAXE-SEJOUR;1
32;16;;19/06/2017;17/06/2017;1;0;2;2;168;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;3;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;2;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;3;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;2;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;3;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;2;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;3;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;2;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;3;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;2;164;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;3;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;2;165;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;3;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
33;16;;17/06/2017;10/06/2017;2;0;7;2;166;0,95;2;154;TAXE;TAXE-SEJOUR;1
34;16;;17/06/2017;10/06/2017;2;0;7;2;160;0,95;2;154;TAXE;TAXE-SEJOUR;1
34;16;;17/06/2017;10/06/2017;2;0;7;2;161;0,95;2;154;TAXE;TAXE-SEJOUR;1
34;16;;17/06/2017;10/06/2017;2;0;7;2;162;0,95;2;154;TAXE;TAXE-SEJOUR;1
34;16;;17/06/2017;10/06/2017;2;0;7;2;163;0,95;2;154;TAXE;TAXE-SEJOUR;1
