IndexNote;IndexClient;nbcouverts;DateDepart;DateArrivee;NbAdultes;NbEnfants;Nuitees;IModeReglement;DatePrestation;PrixUnitaire;Quantite;IProduitVente;CodeStatistique;LibelleStatistique;IndexPointDeVente
17;16;2;15/06/2017;09/06/2017;2;0;6;2;13/06/2017;55;2;179;FORF;FORFAIT;2
17;16;2;15/06/2017;09/06/2017;2;0;6;2;14/06/2017;55;2;179;FORF;FORFAIT;2
16;121;1;10/06/2017;09/06/2017;1;0;1;3;09/06/2017;4;1;189;BARA;BAR-ALCOOL;3
18;118;2;10/06/2017;09/06/2017;2;0;1;2;09/06/2017;1,5;2;202;BARS;BAR-SOFT;3
19;13;2;10/06/2017;09/06/2017;2;0;1;3;09/06/2017;4;3;106;BARA;BAR-ALCOOL;3
19;13;2;10/06/2017;09/06/2017;2;0;1;3;09/06/2017;2,5;1;206;VEMP;VTE-EMPORTER
16;121;1;10/06/2017;09/06/2017;1;0;1;3;09/06/2017;4;1;112;BARA;BAR-ALCOOL;3
24;;2;;;;;;1;09/06/2017;8;1;2;REST;RESTAURANT;2
24;;2;;;;;;1;09/06/2017;14;2;5;REST;RESTAURANT;2
24;;2;;;;;;1;09/06/2017;22;2;14;REST;RESTAURANT;2
24;;2;;;;;;1;09/06/2017;8;1;18;REST;RESTAURANT;2
24;;2;;;;;;1;09/06/2017;6;1;25;REST;RESTAURANT;2
24;;2;;;;;;1;09/06/2017;4;1;193;BARS;BAR-SOFT;3
24;;2;;;;;;1;09/06/2017;2;2;173;BARS;BAR-SOFT;3
24;;2;;;;;;1;09/06/2017;4;2;205;BARS;BAR-SOFT;3
16;121;1;10/06/2017;09/06/2017;1;0;1;3;09/06/2017;12;1;46;BARA;BAR-ALCOOL;3
16;121;1;10/06/2017;09/06/2017;1;0;1;3;09/06/2017;26;1;163;FORF;FORFAIT;2
18;118;2;10/06/2017;09/06/2017;2;0;1;2;09/06/2017;19;1;13;REST;RESTAURANT;2
17;16;2;15/06/2017;09/06/2017;2;0;6;2;09/06/2017;4,5;1;190;BARA;BAR-ALCOOL;3
27;;2;;;;;;3;10/06/2017;15;1;7;REST;RESTAURANT;2
27;;2;;;;;;3;10/06/2017;19;1;16;REST;RESTAURANT;2
27;;2;;;;;;3;10/06/2017;35;1;40;BARA;BAR-ALCOOL;3
27;;2;;;;;;3;10/06/2017;2;2;173;BARS;BAR-SOFT;3
29;16;2;17/06/2017;10/06/2017;2;0;7;1;10/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;10/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;10/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;1;11/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;11/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;11/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;1;12/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;12/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;12/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;1;13/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;13/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;13/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;1;14/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;14/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;14/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;1;15/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;15/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;15/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;1;16/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;16/06/2017;55;2;179;FORF;FORFAIT;2
29;16;2;17/06/2017;10/06/2017;2;0;7;3;16/06/2017;55;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;10/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;11/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;12/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;13/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;14/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;15/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
30;17;2;17/06/2017;10/06/2017;2;0;7;5;16/06/2017;57;2;179;FORF;FORFAIT;2
32;16;1;17/06/2017;10/06/2017;1;0;7;2;10/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;19/06/2017;17/06/2017;1;0;2;2;10/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;17/06/2017;10/06/2017;1;0;7;2;11/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;19/06/2017;17/06/2017;1;0;2;2;11/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;17/06/2017;10/06/2017;1;0;7;2;12/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;19/06/2017;17/06/2017;1;0;2;2;12/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;17/06/2017;10/06/2017;1;0;7;2;13/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;19/06/2017;17/06/2017;1;0;2;2;13/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;17/06/2017;10/06/2017;1;0;7;2;14/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;19/06/2017;17/06/2017;1;0;2;2;14/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;17/06/2017;10/06/2017;1;0;7;2;15/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;19/06/2017;17/06/2017;1;0;2;2;15/06/2017;70;1;179;FORF;FORFAIT;2
32;16;1;17/06/2017;10/06/2017;1;0;7;2;16/06/2017;55;2;179;FORF;FORFAIT;2
32;16;1;19/06/2017;17/06/2017;1;0;2;2;16/06/2017;55;2;179;FORF;FORFAIT;2
32;16;1;17/06/2017;10/06/2017;1;0;7;2;17/06/2017;55;2;179;FORF;FORFAIT;2
32;16;1;19/06/2017;17/06/2017;1;0;2;2;17/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;3;10/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;2;10/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;3;11/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;2;11/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;3;12/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;2;12/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;3;13/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;2;13/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;3;14/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;2;14/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;3;15/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;2;15/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;3;16/06/2017;55;2;179;FORF;FORFAIT;2
33;16;2;17/06/2017;10/06/2017;2;0;7;2;16/06/2017;55;2;179;FORF;FORFAIT;2
34;16;2;17/06/2017;10/06/2017;2;0;7;2;10/06/2017;55;2;179;FORF;FORFAIT;2
34;16;2;17/06/2017;10/06/2017;2;0;7;2;11/06/2017;55;2;179;FORF;FORFAIT;2
34;16;2;17/06/2017;10/06/2017;2;0;7;2;12/06/2017;55;2;179;FORF;FORFAIT;2
34;16;2;17/06/2017;10/06/2017;2;0;7;2;13/06/2017;55;2;179;FORF;FORFAIT;2
34;16;2;17/06/2017;10/06/2017;2;0;7;2;14/06/2017;55;2;179;FORF;FORFAIT;2
34;16;2;17/06/2017;10/06/2017;2;0;7;2;15/06/2017;55;2;179;FORF;FORFAIT;2
34;16;2;17/06/2017;10/06/2017;2;0;7;2;16/06/2017;55;2;179;FORF;FORFAIT;2
35;16;2;17/06/2017;10/06/2017;2;0;7;3;10/06/2017;55;2;179;FORF;FORFAIT;2
35;16;2;17/06/2017;10/06/2017;2;0;7;3;11/06/2017;55;2;179;FORF;FORFAIT;2
35;16;2;17/06/2017;10/06/2017;2;0;7;3;12/06/2017;55;2;179;FORF;FORFAIT;2
35;16;2;17/06/2017;10/06/2017;2;0;7;3;13/06/2017;55;2;179;FORF;FORFAIT;2
35;16;2;17/06/2017;10/06/2017;2;0;7;3;14/06/2017;55;2;179;FORF;FORFAIT;2
35;16;2;17/06/2017;10/06/2017;2;0;7;3;15/06/2017;55;2;179;FORF;FORFAIT;2
35;16;2;17/06/2017;10/06/2017;2;0;7;3;16/06/2017;55;2;179;FORF;FORFAIT;2
36;16;1;17/06/2017;10/06/2017;1;0;7;2;10/06/2017;70;1;179;FORF;FORFAIT;2
36;16;1;17/06/2017;10/06/2017;1;0;7;2;11/06/2017;70;1;179;FORF;FORFAIT;2
36;16;1;17/06/2017;10/06/2017;1;0;7;2;12/06/2017;70;1;179;FORF;FORFAIT;2
36;16;1;17/06/2017;10/06/2017;1;0;7;2;13/06/2017;70;1;179;FORF;FORFAIT;2
36;16;1;17/06/2017;10/06/2017;1;0;7;2;14/06/2017;70;1;179;FORF;FORFAIT;2
36;16;1;17/06/2017;10/06/2017;1;0;7;2;15/06/2017;70;1;179;FORF;FORFAIT;2
36;16;1;17/06/2017;10/06/2017;1;0;7;2;16/06/2017;70;1;179;FORF;FORFAIT;2
37;17;0;;;;;;1;10/06/2017;4;6;106;BARA;BAR-ALCOOL;3
37;17;0;;;;;;3;10/06/2017;4;6;106;BARA;BAR-ALCOOL;3
37;17;0;;;;;;1;10/06/2017;1,5;1;202;BARS;BAR-SOFT;3
37;17;0;;;;;;3;10/06/2017;1,5;1;202;BARS;BAR-SOFT;3
37;17;0;;;;;;1;10/06/2017;3;2;119;BARS;BAR-SOFT;3
37;17;0;;;;;;3;10/06/2017;3;2;119;BARS;BAR-SOFT;3
39;;2;;;;;;3;10/06/2017;15;2;7;REST;RESTAURANT;2
39;;2;;;;;;3;10/06/2017;6;1;25;REST;RESTAURANT;2
39;;2;;;;;;3;10/06/2017;7;1;22;REST;RESTAURANT;2
39;;2;;;;;;3;10/06/2017;4,5;2;190;BARA;BAR-ALCOOL;3
40;;3;;;;;;3;10/06/2017;15;1;6;REST;RESTAURANT;2
40;;3;;;;;;3;10/06/2017;20;2;12;REST;RESTAURANT;2
40;;3;;;;;;3;10/06/2017;8;2;24;REST;RESTAURANT;2
40;;3;;;;;;3;10/06/2017;8;1;18;REST;RESTAURANT;2
40;;3;;;;;;3;10/06/2017;2;2;173;BARS;BAR-SOFT;3
40;;3;;;;;;3;10/06/2017;2,5;1;174;BARS;BAR-SOFT;3
